ID,country_year,country,year,survey,survey2,Random_sampling,sampling_nom,elite_type,elite_type2,elite_type3,population_similarity_elite_type,female,sex,age,age_groups,self_education,question_simil_self_education,response_category_self_education,ideology_left_right,ideology_left_right_quintiles,question_simil_ideology_left_right,response_category_ideology_left_right,voters_are_ignorant,question_simil_voters_are_ignorant,response_category_voters_are_ignorant,Gov_should_ensure,question_simil_Gov_should_ensure,response_category_Gov_should_ensure,redistrib_min_income,question_simil_redistrib_min_income,response_category_redistrib_min_income,redistrib_free_education,question_simil_redistrib_free_education,response_category_redistrib_free_education,redistrib_higher_education,question_simil_redistrib_higher_education,response_category_redistrib_higher_education,redistrib_free_health,question_simil_redistrib_free_health,response_category_redistrib_free_health,redistrib_quotas_education,question_simil_redistrib_quotas_education,response_category_redistrib_quotas_education,redistrib_agrarian_reform,question_simil_redistrib_agrarian_reform,response_category_redistrib_agrarian_reform,redistrib_unemployment_ens,question_simil_redistrib_unemployment_ens,response_category_redistrib_unemployment_ens,redistrib_job_stability,question_simil_redistrib_redistrib_job_stability,response_category_redistrib_job_stability,redistrib_quotas_hiring,question_simil_redistrib_quotas_hiring,response_category_redistrib_quotas_hiring,redistrib_tax_capital,question_simil_redistrib_tax_capital,response_category_redistrib_tax_capital,redistrib_tax_income,question_simil_redistrib_tax_income,response_category_redistrib_tax_income,redistrib_progressive_tax,question_simil_redistrib_progressive_tax,response_category_redistrib_progressive_tax,redistrib_participation_profits,question_simil_redistrib_participation_profits,response_category_redistrib_participation_profits,neolib_privatize,question_simil_neolib_privatize,response_category_neolib_privatize,neolib_reduce_benefits,question_simil_neolib_reduce_benefits,response_category_neolib_reduce_benefits,neolib_reduce_regulation,question_simil_neolib_reduce_regulation,response_category_neolib_reduce_regulation,neolib_open_economy,question_simil_open_economy,response_category_open_economy,redistrib_mixed,redistrib_mixed_similarity_to_index,redistrib_mixed_original_scale,general_trust,trust_businesses,trust_gov,trust_parties,trust_courts,feasable_to_keep_current_welfare,Accepts_inequality_increase
4243,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,60,60 plus,0.3333333333,1,8 point scale,0.3333333333,0.25,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4244,Uruguay2005,Uruguay,2005,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,36,18 to 39 ,0.5555555556,1,8 point scale,,,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4245,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,59,40 to 59,0.3333333333,1,8 point scale,,,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4246,Uruguay2005,Uruguay,2005,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,79,60 plus,0.3333333333,1,8 point scale,,,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4247,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,59,40 to 59,0.6666666667,1,8 point scale,0.5555555556,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4248,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,53,40 to 59,0.5555555556,1,8 point scale,0.4444444444,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4249,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,37,18 to 39 ,0.5555555556,1,8 point scale,0.4444444444,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,1,Female,42,40 to 59,0.4444444444,1,8 point scale,0.4444444444,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4251,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,57,40 to 59,0.5555555556,1,8 point scale,,,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4252,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,43,40 to 59,0.5555555556,1,8 point scale,0.4444444444,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4253,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,56,40 to 59,0.3333333333,1,8 point scale,0.2222222222,0.25,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4254,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Government,Government,,0,Male,56,40 to 59,0.3333333333,1,8 point scale,0.4444444444,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4255,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,61,60 plus,0.3333333333,1,8 point scale,0.8888888889,1,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4256,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,47,40 to 59,0.4444444444,1,8 point scale,0.5555555556,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4257,Uruguay2005,Uruguay,2005,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,64,60 plus,0.6666666667,1,8 point scale,0.5555555556,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4258,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,60,60 plus,0.3333333333,1,8 point scale,0.4444444444,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4259,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,41,40 to 59,0.6666666667,1,8 point scale,,,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4260,Uruguay2005,Uruguay,2005,UDELAR,UDELAR,Not Random,0,Political,Government,Government,,0,Male,64,60 plus,0.4444444444,1,8 point scale,0.5555555556,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4261,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,66,60 plus,0.4444444444,1,8 point scale,,,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4262,Uruguay2005,Uruguay,2005,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,61,60 plus,0.5555555556,1,8 point scale,0.6666666667,0.75,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4263,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,91,60 plus,0.4444444444,1,8 point scale,0.4444444444,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4264,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,42,40 to 59,0.5555555556,1,8 point scale,0.5555555556,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4265,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,65,60 plus,0.5555555556,1,8 point scale,0.6666666667,0.75,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4266,Uruguay2005,Uruguay,2005,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,53,40 to 59,0.5555555556,1,8 point scale,0.4444444444,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4267,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,46,40 to 59,0.6666666667,1,8 point scale,0.3333333333,0.25,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4268,Uruguay2005,Uruguay,2005,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,58,40 to 59,0.2222222222,1,8 point scale,,,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4269,Uruguay2005,Uruguay,2005,UDELAR,UDELAR,Not Random,0,Political,Government,Government,,0,Male,64,60 plus,0.5555555556,1,8 point scale,,,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4270,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,,NA,0.3333333333,1,8 point scale,0.7777777778,0.75,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4271,Uruguay2005,Uruguay,2005,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,43,40 to 59,0.6666666667,1,8 point scale,0.4444444444,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4272,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Government,Government,,0,Male,62,60 plus,0.5555555556,1,8 point scale,0.3333333333,0.25,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4273,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,55,40 to 59,0.4444444444,1,8 point scale,0.5555555556,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4274,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Government,Government,,0,Male,69,60 plus,0.5555555556,1,8 point scale,0.3333333333,0.25,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4275,Uruguay2005,Uruguay,2005,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,57,40 to 59,0.5555555556,1,8 point scale,0.4444444444,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4276,Uruguay2005,Uruguay,2005,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,56,40 to 59,,1,8 point scale,0.3333333333,0.25,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4277,Uruguay2005,Uruguay,2005,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,63,60 plus,0.5555555556,1,8 point scale,0.6666666667,0.75,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4278,Uruguay2005,Uruguay,2005,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,60,60 plus,0.5555555556,1,8 point scale,0.5555555556,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4279,Uruguay2005,Uruguay,2005,UDELAR,UDELAR,Not Random,0,Political,Government,Government,,0,Male,66,60 plus,0.6666666667,1,8 point scale,0.4444444444,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4280,Uruguay2005,Uruguay,2005,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,54,40 to 59,0.5555555556,1,8 point scale,0.4444444444,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4281,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Government,Government,,0,Male,74,60 plus,,1,8 point scale,0.6666666667,0.75,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4282,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,54,40 to 59,0.5555555556,1,8 point scale,0.3333333333,0.25,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4283,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,74,60 plus,0.3333333333,1,8 point scale,0.1111111111,0,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4284,Uruguay2005,Uruguay,2005,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,1,Female,61,60 plus,0.4444444444,1,8 point scale,0.3333333333,0.25,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4285,Uruguay2005,Uruguay,2005,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,66,60 plus,0.5555555556,1,8 point scale,0.5555555556,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4286,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,72,60 plus,0.3333333333,1,8 point scale,0,0,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4287,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,1,Female,48,40 to 59,0.5555555556,1,8 point scale,0.3333333333,0.25,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4288,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,47,40 to 59,0.5555555556,1,8 point scale,0.4444444444,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4289,Uruguay2005,Uruguay,2005,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,52,40 to 59,0.7777777778,1,8 point scale,0.4444444444,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4290,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,57,40 to 59,0.5555555556,1,8 point scale,0.6666666667,0.75,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4291,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,56,40 to 59,0.5555555556,1,8 point scale,0.5555555556,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4292,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,37,18 to 39 ,0.6666666667,1,8 point scale,0.3333333333,0.25,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4293,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Government,Government,,0,Male,61,60 plus,0.5555555556,1,8 point scale,0.3333333333,0.25,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4294,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,65,60 plus,0.4444444444,1,8 point scale,0.4444444444,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4295,Uruguay2005,Uruguay,2005,UDELAR,UDELAR,Not Random,0,Political,Government,Government,,1,Female,71,60 plus,0.5555555556,1,8 point scale,,,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4296,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Government,Government,,0,Male,55,40 to 59,0.5555555556,1,8 point scale,0.4444444444,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4297,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,41,40 to 59,0.5555555556,1,8 point scale,0.3333333333,0.25,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4298,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,59,40 to 59,0.3333333333,1,8 point scale,0.4444444444,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4299,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,40,40 to 59,0.5555555556,1,8 point scale,0.4444444444,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Government,Government,,0,Male,50,40 to 59,0.5555555556,1,8 point scale,0.5555555556,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,43,40 to 59,0.4444444444,1,8 point scale,0.4444444444,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4302,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Government,Government,,0,Male,48,40 to 59,0.3333333333,1,8 point scale,0.4444444444,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4303,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,42,40 to 59,0.6666666667,1,8 point scale,0.3333333333,0.25,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4304,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,53,40 to 59,0.5555555556,1,8 point scale,0.3333333333,0.25,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4305,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,37,18 to 39 ,0.3333333333,1,8 point scale,0.6666666667,0.75,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4306,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,60,60 plus,0.5555555556,1,8 point scale,0.5555555556,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4307,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Government,Government,,0,Male,58,40 to 59,,1,8 point scale,0.2222222222,0.25,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4308,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,39,18 to 39 ,0.5555555556,1,8 point scale,0.3333333333,0.25,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4309,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,59,40 to 59,0.5555555556,1,8 point scale,0.5555555556,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4310,Uruguay2005,Uruguay,2005,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,48,40 to 59,0.5555555556,1,8 point scale,0.7777777778,0.75,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4311,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,56,40 to 59,0.5555555556,1,8 point scale,0.6666666667,0.75,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4312,Uruguay2005,Uruguay,2005,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,1,Female,37,18 to 39 ,0.5555555556,1,8 point scale,0.6666666667,0.75,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4313,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,1,Female,60,60 plus,0.3333333333,1,8 point scale,0.2222222222,0.25,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4314,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,45,40 to 59,0.5555555556,1,8 point scale,0.5555555556,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4315,Uruguay2007,Uruguay,2007,UDELAR,UDELAR,Not Random,0,Political,Government,Government,,0,Male,75,60 plus,0.5555555556,1,8 point scale,0.4444444444,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4316,Uruguay2009,Uruguay,2009,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,41,40 to 59,0.5555555556,1,8 point scale,0.7777777778,0.75,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4317,Uruguay2009,Uruguay,2009,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,70,60 plus,0.4444444444,1,8 point scale,,,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4318,Uruguay2009,Uruguay,2009,UDELAR,UDELAR,Not Random,0,Economic,Economic,Economic,,0,Male,65,60 plus,0.4444444444,1,8 point scale,0.5555555556,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4319,Uruguay2009,Uruguay,2009,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,59,40 to 59,0.2222222222,1,8 point scale,0,0,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4320,Uruguay2009,Uruguay,2009,UDELAR,UDELAR,Not Random,0,Political,Government,Government,,1,Female,63,60 plus,0.5555555556,1,8 point scale,,,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4321,Uruguay2009,Uruguay,2009,UDELAR,UDELAR,Not Random,0,Political,Legislative,Parties,,0,Male,69,60 plus,0.7777777778,1,8 point scale,0.5555555556,0.5,1,10 point scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
